"StateCode","TableName","Comment","BureauRuleNumber","Status"
"CW","CommercialPropertyOrdinanceOrLawCovACoverageBasicGroupIICoverage","Building - Ordinance Or Law Cov A Coverage Basic Group II Coverage","38.D.1.a Bldg BGII","A"
"CW","CommercialPropertyOrdinanceOrLawCovACoverageBroadCoverage","Building - Ordinance Or Law Cov A Coverage Broad Coverage","38.D.1.a Bldg Broad","A"
"CW","CommercialPropertyOrdinanceOrLawCovACoverageEarthquakeCoverage","Building - Ordinance Or Law Cov A Coverage Earthquake Coverage","38.D.1.a Bldg EQ","A"
"CW","CommercialPropertyOrdinanceOrLawCovACoverageSpecialCoverage","Building - Ordinance Or Law Cov A Coverage Special Coverage","38.D.1.a Bldg Sp","A"
"CW","CommercialPropertyOrdinanceOrLawCovBAndCCoverageBasicGroupICoverage","Building - Ordinance Or Law Cov B And C Coverage Basic Group I Coverage","38.D.3.b.2 Bldg BGI","A"
"CW","CommercialPropertyOrdinanceOrLawCovBAndCCoverageBasicGroupIICoverage","Building - Ordinance Or Law Cov B And C Coverage Basic Group II Coverage","38.D.3.b.2 Bldg BGII","A"
"CW","CommercialPropertyOrdinanceOrLawCovBAndCCoverageBroadCoverage","Building - Ordinance Or Law Cov B And C Coverage Broad Coverage","38.D.3.b.2 Bldg Broad","A"
"CW","CommercialPropertyOrdinanceOrLawCovBAndCCoverageEarthquakeCoverage","Building - Ordinance Or Law Cov B And C Coverage Earthquake Coverage","38.D.3.b.2 Bldg EQ","A"
"CW","CommercialPropertyOrdinanceOrLawCovBAndCCoverageSpecialCoverage","Building - Ordinance Or Law Cov B And C Coverage Special Coverage","38.D.3.b.2 Bldg Sp","A"
"CW","CommercialPropertyOrdinanceOrLawCovBCoverageBasicGroupICoverage","Building - Ordinance Or Law Cov B Coverage Basic Group I Coverage","38.D.1.b Bldg BGI","A"
"CW","CommercialPropertyOrdinanceOrLawCovBCoverageBasicGroupIICoverage","Building - Ordinance Or Law Cov B Coverage Basic Group II Coverage","38.D.1.b Bldg BGII","A"
"CW","CommercialPropertyOrdinanceOrLawCovBCoverageBroadCoverage","Building - Ordinance Or Law Cov B Coverage Broad Coverage","38.D.1.b Bldg Broad","A"
"CW","CommercialPropertyOrdinanceOrLawCovBCoverageEarthquakeCoverage","Building - Ordinance Or Law Cov B Coverage Earthquake Coverage","38.D.1.b Bldg EQ","A"
"CW","CommercialPropertyOrdinanceOrLawCovBCoverageSpecialCoverage","Building - Ordinance Or Law Cov B Coverage Special Coverage","38.D.1.b Bldg Sp","A"
"CW","CommercialPropertyOrdinanceOrLawCovCCoverageBasicGroupICoverage","Building - Ordinance Or Law Cov C Coverage Basic Group I Coverage","38.D.1.c Bldg BGI","A"
"CW","CommercialPropertyOrdinanceOrLawCovCCoverageBasicGroupIICoverage","Building - Ordinance Or Law Cov C Coverage Basic Group II Coverage","38.D.1.c Bldg BGII","A"
"CW","CommercialPropertyOrdinanceOrLawCovCCoverageBroadCoverage","Building - Ordinance Or Law Cov C Coverage Broad Coverage","38.D.1.c Bldg Broad","A"
"CW","CommercialPropertyOrdinanceOrLawCovCCoverageEarthquakeCoverage","Building - Ordinance Or Law Cov C Coverage Earthquake Coverage","38.D.1.c Bldg EQ","A"
"CW","CommercialPropertyOrdinanceOrLawCovCCoverageSpecialCoverage","Building - Ordinance Or Law Cov C Coverage Special Coverage","38.D.1.c Bldg Sp","A"
"CW","CommercialPropertyOrdinanceOrLawCoverage","Building - Ordinance or Law","38.D Bldg","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBetterments","Ordinance Or Law Coverage For Tenant's Interest In Improvements And Betterments (Tenant's Policy)","32.F - Bldg","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovABGICoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov A BG I Coverage","32.F Cov A BGI Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovABGIICoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov A BG II Coverage","32.F Cov A BGII Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovABroadCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov A Broad Coverage","32.F Cov A Broad Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovAEQCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov A Earthquake Coverage","32.F Cov A EQ Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovASpecialCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov A Special Coverage","32.F Cov A Special Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovBandCBGICoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov B and C BG I Coverage","32.F Cov B and C BGI Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovBandCBGIICoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov  B and C BG II Coverage","32.F Cov B and C BGII Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovBandCBroadCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov  B and C Broad Coverage","32.F Cov B and C Broad Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovBandCEQCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov  B and C Earthquake Coverage","32.F Cov B and C EQ Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovBandCSpecialCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov  B and C Special Coverage","32.F Cov B and C Special Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovBBGICoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov B BG I Coverage","32.F Cov B BGI Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovBBGIICoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov B BG II Coverage","32.F Cov B BGII Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovBBroadCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov B Broad Coverage","32.F Cov B Broad Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovBEQCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov B Earthquake Coverage","32.F Cov B EQ Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovBSpecialCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov B Special Coverage","32.F Cov B Special Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovCBGICoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov C BG I Coverage","32.F Cov C BGI Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovCBGIICoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov C BG II Coverage","32.F Cov C BGII Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovCBroadCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov C Broad Coverage","32.F Cov C Broad Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovCEQCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov C Earthquake Coverage","32.F Cov C EQ Cov","A"
"CW","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBettermentsCovCSpecialCoverage","Ordinance Or Law Coverage For Tenants Interest InImprovements And Betterments Cov C Special Coverage","32.F Cov C Special Cov","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestoration","Business Income - Ordinance or Law - Increased Period of Restoration Premium","54.A BI","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationBasicGroupICoverage","Business Income - Ordinance or Law - Increased Period of Restoration Premium COL BGI","54.A BI BGI","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationBasicGroupIICoverage","Business Income - Ordinance or Law - Increased Period of Restoration Premium COL BGII","54.A BI BGII","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationBroadCoverage","Business Income - Ordinance or Law - Increased Period of Restoration Premium COL Broad","54.A BI Broad","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationEarthquakeCoverage","Business Income - Ordinance or Law - Increased Period of Restoration Premium COL EQ","54.A BI EQ","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationSpclClassBusnIncome","Special Class Business Income - Ordinance or Law Increased Period of Restoration","54.A SpCl BI","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationSpclClassBusnIncomeBasicGroupICoverage","Special Class Business Income - Ordinance or Law Increased Period of Restoration COL BGI","54.A SpCl BI BGI","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationSpclClassBusnIncomeBasicGroupIICoverage","Special Class Business Income - Ordinance or Law Increased Period of Restoration COL BGII","54.A SpCl BI BGII","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationSpclClassBusnIncomeBroadCoverage","Special Class Business Income - Ordinance or Law Increased Period of Restoration COL Broad","54.A SpCl BI Broad","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationSpclClassBusnIncomeEarthquakeCoverage","Special Class Business Income - Ordinance or Law Increased Period of Restoration COL EQ","54.A SpCl BI EQ","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationSpclClassBusnIncomeSpecialCoverage","Special Class Business Income - Ordinance or Law Increased Period of Restoration COL Special","54.A SpCl BI Sp","A"
"CW","CommercialPropertyOrdinanceOrLawIncreasedPeriodOfRestorationSpecialCoverage","Business Income - Ordinance or Law - Increased Period of Restoration Premium COL Special","54.A BI Sp","A"
"CW","CommercialPropertyOrdinaryPayrollLimitationOrExclusion","Business Income - Payroll Limitation or Exclusion Premium CP 15 10","51.H BI","A"
"CW","CommercialPropertyOrdinaryPayrollLimitationOrExclusionBasicGroupICoverage","Business Income - Payroll Limitation or Exclusion Premium COL BGI","51.H BI BGI","A"
"CW","CommercialPropertyOrdinaryPayrollLimitationOrExclusionBasicGroupIICoverage","Business Income - Payroll Limitation or Exclusion Premium COL BGII","51.H BI BGII","A"
"CW","CommercialPropertyOrdinaryPayrollLimitationOrExclusionDetail","Business Income - Payroll Limitation or Exclusion Premium Detail","51.H BI Dtl","A"
"CW","CommercialPropertyOrdinaryPayrollLimitationOrExclusionEarthquakeCoverage","Business Income - Payroll Limitation or Exclusion Premium COL EQ","51.H BI EQ","A"
"CW","CommercialPropertyOrdinaryPayrollLimitationOrExclusionSpclClassBusnIncome","Special Class Business Income - Payroll Limitation or Exclusion CP 15 10","51.H SpCl BI","A"
"CW","CommercialPropertyOrdinaryPayrollLimitationOrExclusionSpclClassBusnIncomeBasicGroupICoverage","Special Class Business Income - Payroll Limitation or Exclusion COL BGI","51.H SpCl BI BGI","A"
"CW","CommercialPropertyOrdinaryPayrollLimitationOrExclusionSpclClassBusnIncomeBasicGroupIICoverage","Special Class Business Income - Payroll Limitation or Exclusion COL BGII","51.H SpCl BI BGII","A"
"CW","CommercialPropertyOrdinaryPayrollLimitationOrExclusionSpclClassBusnIncomeDetail","Special Class Business Income - Payroll Limitation or Exclusion Detail","51.H SpCl BI Dtl","A"
"CW","CommercialPropertyOrdinaryPayrollLimitationOrExclusionSpclClassBusnIncomeEarthquakeCoverage","Special Class Business Income - Payroll Limitation or Exclusion COL EQ","51.H SpCl BI EQ","A"
"CW","CommercialPropertyOutdoorTreesShrubsAndPlants","Building - Outdoor Trees  Shrubs and Plants","38.O Bldg","A"
"CW","CommercialPropertyOutdoorTreesShrubsAndPlantsBasicGroupICoverage","Building - Outdoor Trees  Shrubs and Plants COL BGI","38.O Bldg BGI","A"
"CW","CommercialPropertyOutdoorTreesShrubsAndPlantsBasicGroupIICoverage","Building - Outdoor Trees  Shrubs and Plants COL BGII","38.O Bldg BGII","A"
"CW","CommercialPropertyOutdoorTreesShrubsAndPlantsBroadCoverage","Building - Outdoor Trees  Shrubs and Plants COL Broad","38.O Bldg Broad","A"
"CW","CommercialPropertyOutdoorTreesShrubsAndPlantsSpecialCoverage","Building - Outdoor Trees  Shrubs and Plants COL Special","38.O Bldg Sp","A"
"CW","CommercialPropertyOutsideSigns","Building - Outdoor Signs","30.C.3.a Bldg","A"
"CW","CommercialPropertyOutsideSignsDetail","Building - Outdoor Signs Detail","30.C.3.a Bldg Dtl","A"
"CW","CommercialPropertyOutsideSignsDetailBasicGroupICoverage","Building - Outdoor Signs Detail BGI","30.C.3.a Bldg Dtl BGI","A"
"CW","CommercialPropertyOutsideSignsDetailBasicGroupIICoverage","Building - Outdoor Signs Detail BGII","30.C.3.a Bldg Dtl BGII","A"
"CW","CommercialPropertyOutsideSignsDetailBroadCoverage","Building - Outdoor Signs Detail Broad","30.C.3.a Bldg Dtl Broad","A"
"CW","CommercialPropertyOutsideSignsDetailEarthquakeCoverage","Building - Outdoor Signs Detail EQ","30.C.3.a Bldg Dtl EQ","A"
"CW","CommercialPropertyOutsideSignsDetailSpecialCoverage","Building - Outdoor Signs Detail Special","30.C.3.a Bldg Dtl Sp","A"
"CW","CommercialPropertyOutsideSignsSpecialClass","Special Class - Outside Signs","30.C.3.a SpCl","A"
"CW","CommercialPropertyPeakSeasonGeneralInformation","Policy - Peak Season General Info","38.M Policy","A"
"CW","CommercialPropertyPeakSeasonGeneralInformationDetail","Policy - Peak Season General Info Detail","38.M Policy Dtl","A"
"CW","CommercialPropertyPeakSeasonLimitOfInsurance","Personal Property - Peak Season Premium","38.M PrsnlProp","A"
"CW","CommercialPropertyPeakSeasonLimitOfInsuranceDetail","Personal Property - Peak Season Premium Detail","38.M PrsnlProp Dtl","A"
"CW","CommercialPropertyPeakSeasonLimitOfInsuranceDetailBasicGroupICoverage","Personal Property - Peak Season Premium COL BGI","38.M PrsnlProp BGI","A"
"CW","CommercialPropertyPeakSeasonLimitOfInsuranceDetailBasicGroupIICoverage","Personal Property - Peak Season Premium COL BGII","38.M PrsnlProp BGII","A"
"CW","CommercialPropertyPeakSeasonLimitOfInsuranceDetailBroadCoverage","Personal Property - Peak Season Premium COL Broad","38.M PrsnlProp Broad","A"
"CW","CommercialPropertyPeakSeasonLimitOfInsuranceDetailEarthquakeCoverage","Personal Property - Peak Season Premium COL EQ","38.M PrsnlProp EQ","A"
"CW","CommercialPropertyPeakSeasonLimitOfInsuranceDetailSpecialCoverage","Personal Property - Peak Season Premium COL Special","38.M PrsnlProp Sp","A"
"CW","CommercialPropertyPersonalProperty","Personal Property Common Rating","Prsnl Prop Common Rating","A"
"CW","CommercialPropertyPersonalPropertyAgreedValBasicGroupICoverage","Personal Property - Agreed Value Coverage COL BGI","38.A Prsnl Prop BGI","A"
"CW","CommercialPropertyPersonalPropertyAgreedValBasicGroupIICoverage","Personal Property - Agreed Value Coverage COL BGII","38.A Prsnl Prop BGII","A"
"CW","CommercialPropertyPersonalPropertyAgreedValBroadCoverage","Personal Property - Agreed Value Coverage COL Broad","38.A Prsnl Prop Broad","A"
"CW","CommercialPropertyPersonalPropertyAgreedValCoverage","Personal Property - Agreed Value Coverage","38.A Prsnl Prop","A"
"CW","CommercialPropertyPersonalPropertyAgreedValEarthquakeCoverage","Personal Property - Agreed Value Coverage COL EQ","38.A Prsnl Prop EQ","A"
"CW","CommercialPropertyPersonalPropertyAgreedValSpecialCoverage","Personal Property - Agreed Value Coverage COL Special","38.A Prsnl Prop Sp","A"
"CW","CommercialPropertyPersonalPropertyInflationGuardBasicGroupICoverage","Personal Property - Inflation Guard Coverage COL BGI","38.G PrsnlProp BGI","A"
"CW","CommercialPropertyPersonalPropertyInflationGuardBasicGroupIICoverage","Personal Property - Inflation Guard Coverage COL BGII","38.G PrsnlProp BGII","A"
"CW","CommercialPropertyPersonalPropertyInflationGuardBroadCoverage","Personal Property - Inflation Guard Coverage COL Broad","38.G PrsnlProp Broad","A"
"CW","CommercialPropertyPersonalPropertyInflationGuardCoverage","Personal Property - Inflation Guard Coverage","38.G PrsnlProp","A"
"CW","CommercialPropertyPersonalPropertyInflationGuardEarthquakeCoverage","Personal Property - Inflation Guard Coverage COL EQ","38.G PrsnlProp EQ","A"
"CW","CommercialPropertyPersonalPropertyInflationGuardSpecialCoverage","Personal Property - Inflation Guard Coverage COL Special","38.G PrsnlProp Sp","A"
"CW","CommercialPropertyPersonalPropertyPrsnlPropBasicGroupICoverage","Personal Property Coverage COL BGI","85 PrsnlProp","A"
"CW","CommercialPropertyPersonalPropertyPrsnlPropBasicGroupIICoverage","Personal Property Coverage COL BGII","70 PrsnlProp","A"
"CW","CommercialPropertyPersonalPropertyPrsnlPropBroadCoverage","Personal Property Coverage COL Broad","71 PrsnlProp","A"
"CW","CommercialPropertyPersonalPropertyPrsnlPropCoverage","Personal Property Coverage","Total PrsnlProp Coverage","A"
"CW","CommercialPropertyPersonalPropertyPrsnlPropSpecialCoverage","Personal Property Coverage COL Special","72 PrsnlProp","A"
"CW","CommercialPropertyPersonalPropertySpecialCOLFursFurGarmentsAndGarmentsTrimmedWithFur","Personal Property - Special COL Furs Fur Garments And Garments Trimmed With Fur","27.A.8 Furs PrsnlProp","A"
"CW","CommercialPropertyPersonalPropertySpecialCOLJewelryWatchesPearlsBullionGoldSilverPlatinumAndOtherPreciousMetals","Personal Property - Special COL Jewelry Watches Pearls Bullion Gold Silver Platinum And Other Precious Metals","27.A.8 Jewelry PrsnlProp","A"
"CW","CommercialPropertyPersonalPropertySpecialCOLPatternsDiesMoldsAndForms","Personal Property - Special COL Patterns Dies Molds And Forms","27.A.8 Patterns PrsnlProp","A"
"CW","CommercialPropertyPersonalPropertySpecialCOLStampsTicketsAndLettersOfCredit","Personal Property - Special COL Stamps Tickets And Letters Of Credit","27.A.8 Stamps PrsnlProp","A"
"CW","CommercialPropertyPersonalPropertyTobaccoSalesWarehousesCoverage","Personal Property - Tobacco Sales Warehouses Coverage","68 PrsnlProp","A"
"CW","CommercialPropertyPierAndWharfAdditionalCoveredCausesOfLoss","Business Income - Pier & Wharf Additional Covered Causes of Loss","74.C BI","A"
"CW","CommercialPropertyPierAndWharfAdditionalCoveredCausesOfLossSpclClassBusnIncome","Special Class Business Income - Pier & Wharf","74.C SpCl BI","A"
"CW","CommercialPropertyPierAndWharfAdditionalCoveredCausesOfLossSpecialClass","Special Class - Pier and Wharf Additional Cause of Loss","74.C SpCl","A"
"CW","CommercialPropertyPierAndWharfAdditionalCoveredCausesOfLossStruct","Building - Pier and Wharf Additional Causes of Loss","74.C Bldg","A"
"CW","CommercialPropertyPolicyChanges","Policy Changes","Policy Changes IL 12 01","A"
"CW","CommercialPropertyPollutantCleanUpAndRemovalAdditionalAggregateLimitOfInsuranceLocation","Location - Pollutant Clean Up And Removal Addl Aggregate LOI","38.E Location","A"
"CW","CommercialPropertyPollutantCleanUpAndRemovalAdditionalAggregateLimitOfInsuranceLocationBasicGroupICoverage","Location - Pollutant Clean Up And Removal Addl Aggregate LOI COL BGI","38.E Location BGI","A"
"CW","CommercialPropertyPollutantCleanUpAndRemovalAdditionalAggregateLimitOfInsuranceLocationBasicGroupIICoverage","Location - Pollutant Clean Up And Removal Addl Aggregate LOI COL BGII","38.E Location BGII","A"
"CW","CommercialPropertyPollutantCleanUpAndRemovalAdditionalAggregateLimitOfInsuranceLocationBroadCoverage","Location - Pollutant Clean Up And Removal Addl Aggregate LOI COL Broad","38.E Location Broad","A"
"CW","CommercialPropertyPollutantCleanUpAndRemovalAdditionalAggregateLimitOfInsuranceLocationEarthquakeCoverage","Location - Pollutant Clean Up And Removal Addl Aggregate LOI COL EQ","38.E Location EQ","A"
"CW","CommercialPropertyPollutantCleanUpAndRemovalAdditionalAggregateLimitOfInsuranceLocationSpecialCoverage","Location - Pollutant Clean Up And Removal Addl Aggregate LOI COL Sp","38.E Location Sp","A"
"CW","CommercialPropertyPostTRIACoverage","Policy - Terrorism Post-TRIA Coverage","TER Post TRIA","A"
"CW","CommercialPropertyPowerHeatAndRefrigerationDeduction","Business Income - Power Heat and Refrigeration Deduction Premium","51.I BI","A"
"CW","CommercialPropertyPowerHeatAndRefrigerationDeductionBasicGroupICoverage","Business Income - Power Heat and Refrigeration Deduction Premium COL BGI","51.I BI BGI","A"
"CW","CommercialPropertyPowerHeatAndRefrigerationDeductionBasicGroupIICoverage","Business Income - Power Heat and Refrigeration Deduction Premium COL BGII","51.I BI BGII","A"
"CW","CommercialPropertyPowerHeatAndRefrigerationDeductionEarthquakeCoverage","Business Income - Power Heat and Refrigeration Deduction Premium COL EQ","51.I BI EQ","A"
"CW","CommercialPropertyPowerHeatAndRefrigerationDeductionSpclClassBusnIncome","Special Class Business Income - Power Heat and Refrig Deduction Premium","51.I SpCl BI","A"
"CW","CommercialPropertyPowerHeatAndRefrigerationDeductionSpclClassBusnIncomeBasicGroupICoverage","Special Class Business Income - Power Heat and Refrig Deduction Premium COL BGI","51.I SpCl BI BGI","A"
"CW","CommercialPropertyPowerHeatAndRefrigerationDeductionSpclClassBusnIncomeBasicGroupIICoverage","Special Class Business Income - Power Heat and Refrig Deduction Premium COL BGII","51.I SpCl BI BGII","A"
"CW","CommercialPropertyPowerHeatAndRefrigerationDeductionSpclClassBusnIncomeEarthquakeCoverage","Special Class Business Income - Power Heat and Refrig Deduction Premium COL EQ","51.I SpCl BI EQ","A"
"CW","CommercialPropertyPremiumAdjustmentForm","Premium Adjustment Form","PremiumAdjustmentForm","A"
"CW","CommercialPropertyPropInProcessOfMfrByOthersLimitedInternationalCov","Personal Property - Property in Process of Manufacture by Others Limited International Cov","38.W.2 PrsnlProp","A"
"CW","CommercialPropertyProtectiveSafeguards","Building - Protective Safeguards","12.B.1 Bldg","A"
"CW","CommercialPropertyProtectiveSafeguardsDetail","Building - Protective Safeguards Detail","12.B.1 Bldg Dtl","A"
"CW","CommercialPropertyRadioactiveContamination","Building - Radioactive Contamination","74.E Bldg","A"
"CW","CommercialPropertyRadioactiveContaminationBusnIncome","Business Income - Radioactive Contamination Premium","74.E BI","A"
"CW","CommercialPropertyRadioactiveContaminationPrsnlProp","Personal Property - Radioactive Contamination","74.E PrsnlProp","A"
"CW","CommercialPropertyRadioactiveContaminationSpclClassBusnIncome","Special Class Business Income - Radioactive Contamination Premium","74.E  SpCl BI","A"
"CW","CommercialPropertyRadioactiveContaminationSpecialClass","Special Class - Radioactive Contamination","74.E  SpCl","A"
"CW","CommercialPropertyRadioOrTelevisionAntennas","Building - Radio or Television Antennas","30.C.3.b Bldg","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasBusinessIncomeOrExtraExpense","Business Income - Radio or TV Antennas","74.D BI","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasBusinessIncomeOrExtraExpenseBasicGroupICoverage","Business Income - Radio or TV Antennas COL BGI","74.D BI BGI","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasBusinessIncomeOrExtraExpenseBasicGroupIICoverage","Business Income - Radio or TV Antennas COL BGII","74.D BI BGII","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasBusinessIncomeOrExtraExpenseBroadCoverage","Business Income - Radio or TV Antennas COL Broad","74.D BI Broad","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasBusinessIncomeOrExtraExpenseEarthquakeCoverage","Business Income - Radio or TV Antennas COL EQ","74.D BI EQ","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasBusinessIncomeOrExtraExpenseSpclClassBusnIncome","Special Class Business Income - Radio or TV Antennas","74.D SpCl BI","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasBusinessIncomeOrExtraExpenseSpecialCoverage","Business Income - Radio or TV Antennas COL Special","74.D BI Sp","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasDetail","Building - Radio or Television Antennas Detail","30.C.3.b Bldg Dtl","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasDetailBasicGroupICoverage","Building - Radio or Television Antennas Detail COL BGI","30.C.3.b Bldg BGI","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasDetailBasicGroupIICoverage","Building - Radio or Television Antennas Detail COL BGII","30.C.3.b Bldg BGII","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasDetailBroadCoverage","Building - Radio or Television Antennas Detail COL Broad","30.C.3.b Bldg Broad","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasDetailEarthquakeCoverage","Building - Radio or Television Antennas Detail COL EQ","30.C.3.b Bldg EQ","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasDetailSpecialCoverage","Building - Radio or Television Antennas Detail COL Special","30.C.3.b Bldg Sp","A"
"CW","CommercialPropertyRadioOrTelevisionAntennasSpecialClass","Special Class - Radio or Television Antennas","30.C.3.b SpCl","A"
"CW","CommercialPropertyReportOfValues","Report Of Values","CP 13 60","A"
"CW","CommercialPropertyResidentAgentCountersignatureEndorsement","Policy - Resident Agent Countersignature Endorsement","17 Policy","A"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicy","Scheduled Building Property - Tenant's Policy","30.C.5.b - CP1401 - Bldg","A"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicyBuildingGlassBasicGroupICov","Scheduled Building Property Tenants Policy Building Glass Basic Group I Coverage","30.C.5.a Sc Bldg Glass BGI","A"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicyBuildingGlassBasicGroupIICov","Scheduled Building Property Tenants Policy Building Glass Basic Group II Coverage","30.C.5.a Sc Bldg Glass BGII","A"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicyBuildingGlassBroadCov","Scheduled Building Property Tenants Policy Building Glass Broad Coverage","30.C.5.a Sc Bldg Glass Broad","A"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicyBuildingGlassEarthquakeCov","Scheduled Building Property Tenants Policy Building Glass Earthquake Coverage","30.C.5.a Sc Bldg Glass EQ","A"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicyBuildingGlassSpecialCov","Scheduled Building Property Tenants Policy Building Glass Special Coverage","30.C.5.a Sc Bldg Glass Sp","A"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicyDetail","Scheduled Building Property - Tenant's Policy Detail","30.C.5.b - CP1401 Detail Bldg","A"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicyDetailBuildingPropertyOtherThanGlassBasicGroupICov","Scheduled Building Property Tenants Policy Detail Building Property Other Than Glass Basic Group I Coverage","30.C.5.a Sc Bldg Prop OTG BGI","A"
"CW","CommercialPropertyScheduledBuildingPropertyTenantsPolicyDetailBuildingPropertyOtherThanGlassBasicGroupIICov","Scheduled Building Property Tenants Policy Detail Building Property Other Than Glass Basic Group II Coverage","30.C.5.a Sc Bldg Prop OTG BGII","A"
