"StateCode","RatingType","ClassCodeBldg","DisplayValue","DataValue"
"CW","Tentative","0922","Appliances and Accessories - installation, service and/or repair only - Household type","Appliances and Accessories - installation, service and/or repair only - Household type"
"CW","Tentative","0922","Automobile Rustproofing","Automobile Rustproofing"
"CW","Tentative","0922","Bicycle Stores - Repair, service or storage with or without sales","Bicycle Stores - Repair, service or storage with or without sales"
"CW","Tentative","0922","Bicycles - rented to others","Bicycles - rented to others"
"CW","Tentative","0922","Boat Repair and Servicing","Boat Repair and Servicing"
"CW","Tentative","0922","Camper or Travel Trailers without Motors; Motor Homes - Sales and repair","Camper or Travel Trailers without Motors; Motor Homes - Sales and repair"
"CW","Tentative","0922","Campgrounds - Recreational Vehicle Parks - Laundries for tenants only","Campgrounds - Recreational Vehicle Parks - Laundries for tenants only"
"CW","Tentative","0922","Communication Equipment Installation - industrial or commercial - Repair only with no sales or storage","Communication Equipment Installation - industrial or commercial - Repair only with no sales or storage"
"CW","Tentative","0922","Computer - Service or Repair","Computer - Service or Repair"
"CW","Tentative","0922","Copying and Duplicating Equipment - Repair with no sales or storage","Copying and Duplicating Equipment - Repair with no sales or storage"
"CW","Tentative","0922","Cutlery Sharpening","Cutlery Sharpening"
"CW","Tentative","0922","Electrical Apparatus - Installation, servicing or repair - With no sales or storage","Electrical Apparatus - Installation, servicing or repair - With no sales or storage"
"CW","Tentative","0922","Elevator or Escalator Servicing - Equipment repair only","Elevator or Escalator Servicing - Equipment repair only"
"CW","Tentative","0922","Engine or Turbine Repair - not aircraft - small engine repair shops only","Engine or Turbine Repair - not aircraft - small engine repair shops only"
"CW","Tentative","0922","Engraving - Other than Photoengraving","Engraving - Other than Photoengraving"
"CW","Tentative","0922","Fire Extinguishers - Servicing, refilling or testing","Fire Extinguishers - Servicing, refilling or testing"
"CW","Tentative","0922","Furniture or Woodwork Stripping, Painting or Refinishing","Furniture or Woodwork Stripping, Painting or Refinishing"
"CW","Tentative","0922","Gunsmiths","Gunsmiths"
"CW","Tentative","0922","Heating or Combined Heating and Air Conditioning Systems or Equipment - installation, servicing or repair (no sales or storage)","Heating or Combined Heating and Air Conditioning Systems or Equipment - installation, servicing or repair (no sales or storage)"
"CW","Tentative","0922","Kennels - Breeding or boarding","Kennels - Breeding or boarding"
"CW","Tentative","0922","Laboratories - General Research Testing","Laboratories - General Research Testing"
"CW","Tentative","0922","Locksmiths","Locksmiths"
"CW","Tentative","0922","Machinery or Equipment Dealers - Repair of light machinery without motors or with motors of 6 horsepower or less","Machinery or Equipment Dealers - Repair of light machinery without motors or with motors of 6 horsepower or less"
"CW","Tentative","0922","Office Machines or Appliances - Installation, inspection, adjustment or repair - no sales or storage","Office Machines or Appliances - Installation, inspection, adjustment or repair - no sales or storage"
"CW","Tentative","0922","Office Machines or Appliances - Retail or wholesale - with repair","Office Machines or Appliances - Retail or wholesale - with repair"
"CW","Tentative","0922","Painting Shop only - except auto spray painting","Painting Shop only - except auto spray painting"
"CW","Tentative","0922","Refrigeration Systems or Equipment - Repair and service only","Refrigeration Systems or Equipment - Repair and service only"
"CW","Tentative","0922","Rubber Stamp - Preparation","Rubber Stamp - Preparation"
"CW","Tentative","0922","Shoe Repair Shops","Shoe Repair Shops"
"CW","Tentative","0922","Shoe Stores - With repair","Shoe Stores - With repair"
"CW","Tentative","0922","Sign Erection, Installation or Repair - Sign painting","Sign Erection, Installation or Repair - Sign painting"
"CW","Tentative","0922","Sign Painting or Lettering - Shopwork","Sign Painting or Lettering - Shopwork"
"CW","Tentative","0922","Stables - Commercial boarding, livery or racing stables","Stables - Commercial boarding, livery or racing stables"
"CW","Tentative","0922","Taxidermists","Taxidermists"
"CW","Tentative","0922","Television or Radio Receiving Set - repair only","Television or Radio Receiving Set - repair only"
"CW","Tentative","0922","Vending Machines - Repair, with or without sales or storage","Vending Machines - Repair, with or without sales or storage"
"CW","Tentative","0922","Water Softening Equipment - Installation, servicing or repair - with or without sales or storage","Water Softening Equipment - Installation, servicing or repair - with or without sales or storage"
"CW","Tentative","0923","Funeral Homes or Chapels","Funeral Homes or Chapels"
"CW","Tentative","0931","Ambulance Service, First Aid or Rescue Squads - Commercial - vehicle storage without repair","Ambulance Service, First Aid or Rescue Squads - Commercial - vehicle storage without repair"
"CW","Tentative","0931","Automobile Storage - parking garages - business or public - no repair or service","Automobile Storage - parking garages - business or public - no repair or service"
"CW","Tentative","0931","Car Washes","Car Washes"
"CW","Tentative","0931","Convenience Food/Gasoline Stores - full service - No repair","Convenience Food/Gasoline Stores - full service - No repair"
"CW","Tentative","0931","Convenience Food/Gasoline Stores - self and full service combined - No repair","Convenience Food/Gasoline Stores - self and full service combined - No repair"
"CW","Tentative","0931","Convenience Food/Gasoline Stores - self-service - no repair","Convenience Food/Gasoline Stores - self-service - no repair"
"CW","Tentative","0931","Gasoline Stations - full service, self and full service combined - No repair","Gasoline Stations - full service, self and full service combined - No repair"
"CW","Tentative","0931","Gasoline Stations - self service","Gasoline Stations - self service"
"CW","Tentative","0931","Parking - public","Parking - public"
"CW","Tentative","0932","Automobile Quick Lubrication Services","Automobile Quick Lubrication Services"
"CW","Tentative","0932","Automobile Repair or Service Shops - Auto glass replacement, battery replacement, brake adjustment, tire changing, tune ups (poi","Automobile Repair or Service Shops - Auto glass replacement, battery replacement, brake adjustment, tire changing, tune ups (poi"
"CW","Tentative","0932","Convenience Food/Gasoline Stores - full service - Limited repair","Convenience Food/Gasoline Stores - full service - Limited repair"
"CW","Tentative","0932","Convenience Food/Gasoline Stores - self and full service combined - Limited repair","Convenience Food/Gasoline Stores - self and full service combined - Limited repair"
"CW","Tentative","0932","Gasoline Stations - full service, self and full service combined - Limited Repair","Gasoline Stations - full service, self and full service combined - Limited Repair"
"CW","Tentative","0932","Tire Dealers - Tire changing, wheel alignment","Tire Dealers - Tire changing, wheel alignment"
"CW","Tentative","0933","Airports - Hangars with repairing or servicing","Airports - Hangars with repairing or servicing"
"CW","Tentative","0933","Ambulance Service, First Aid or Rescue Squads - Commercial - vehicle storage with repair","Ambulance Service, First Aid or Rescue Squads - Commercial - vehicle storage with repair"
"CW","Tentative","0933","Automobile Repair or Service Shops - Major engine or body repair","Automobile Repair or Service Shops - Major engine or body repair"
"CW","Tentative","0933","Contractors Equipment - heavy machinery without motors over 6 horsepower - With repair","Contractors Equipment - heavy machinery without motors over 6 horsepower - With repair"
"CW","Tentative","0933","Convenience Food/Gasoline Stores - full service - Major engine repair","Convenience Food/Gasoline Stores - full service - Major engine repair"
"CW","Tentative","0933","Convenience Food/Gasoline Stores - self and full service combined - Major engine repair","Convenience Food/Gasoline Stores - self and full service combined - Major engine repair"
"CW","Tentative","0933","Gasoline Stations - full service, self and full service combined - Major engine repair or body repair","Gasoline Stations - full service, self and full service combined - Major engine repair or body repair"
"CW","Tentative","0933","Machinery or Equipment Dealers - Repair of heavy machinery without motors or with motors over 6 horsepower","Machinery or Equipment Dealers - Repair of heavy machinery without motors or with motors over 6 horsepower"
"CW","Tentative","0933","Painting Shop only - auto spray painting","Painting Shop only - auto spray painting"
"CW","Tentative","0934","Tire - Retreading or recapping","Tire - Retreading or recapping"
"CW","Tentative","0940","Airports - Hangars without repairing or servicing","Airports - Hangars without repairing or servicing"
"CW","Tentative","0951","Gambling - casinos- With restaurant","Gambling - casinos- With restaurant"
"CW","Tentative","0952","Gambling - casinos- Without restaurant","Gambling - casinos- Without restaurant"
"CW","Tentative","1000","Governmental Subdivisions - Jails","Governmental Subdivisions - Jails"
"CW","Tentative","1000","Penal Institutions","Penal Institutions"
"CW","Tentative","1051","Art Galleries - Non-profit","Art Galleries - Non-profit"
"CW","Tentative","1051","Libraries","Libraries"
"CW","Tentative","1051","Museums - Other than commercial","Museums - Other than commercial"
"CW","Tentative","1052","Adult Day Care","Adult Day Care"
"CW","Tentative","1052","Day Care Centers","Day Care Centers"
"CW","Tentative","1052","Schools - Colleges, universities, junior colleges or college preparatory","Schools - Colleges, universities, junior colleges or college preparatory"
"CW","Tentative","1052","Schools - Public or private - elementary, kindergarten or junior high","Schools - Public or private - elementary, kindergarten or junior high"
"CW","Tentative","1052","Schools - Public or private - high school","Schools - Public or private - high school"
"CW","Tentative","1070","Ambulance Service, First Aid or Rescue Squads - Municipal","Ambulance Service, First Aid or Rescue Squads - Municipal"
"CW","Tentative","1070","Cemeteries - buildings except private dwellings and mausoleums","Cemeteries - buildings except private dwellings and mausoleums"
"CW","Tentative","1070","Firehouses","Firehouses"
"CW","Tentative","1070","Governmental Subdivisions - Police stations, municipal garages, highway departments, maintenance buildings, repair shops, and st","Governmental Subdivisions - Police stations, municipal garages, highway departments, maintenance buildings, repair shops, and st"
"CW","Tentative","1070","Sewage Treatment Plants - pump houses, chlorinators, digesters, filters, etc., including auxiliary buildings and associated tank","Sewage Treatment Plants - pump houses, chlorinators, digesters, filters, etc., including auxiliary buildings and associated tank"
"CW","Tentative","1070","Tanks - Sewage and Water Treatment tanks","Tanks - Sewage and Water Treatment tanks"
"CW","Tentative","1070","Water Treatment Plants - pumping stations, water tanks and auxiliary buildings","Water Treatment Plants - pumping stations, water tanks and auxiliary buildings"
"CW","Tentative","1211","Freight Forwarders or Handlers - Packing, handling or shipping explosives or ammunition under contract","Freight Forwarders or Handlers - Packing, handling or shipping explosives or ammunition under contract"
"CW","Tentative","1211","Freight Forwarders or Handlers - Other than packing, handling or shipping explosives or ammunition under contract","Freight Forwarders or Handlers - Other than packing, handling or shipping explosives or ammunition under contract"
"CW","Tentative","1211","Warehouses - Public - Freight terminals, freight depots, including airport, railroad, truck, transfer stations, etc.","Warehouses - Public - Freight terminals, freight depots, including airport, railroad, truck, transfer stations, etc."
"CW","Tentative","1212","Warehouses - Public - NOC","Warehouses - Public - NOC"
"CW","Tentative","1213","Warehouses - Public - Mini-warehousing of personal property","Warehouses - Public - Mini-warehousing of personal property"
"CW","Tentative","1220","Warehouses - Public - Household goods storage but with no storage of fibers, oils, petroleum products, rags, fireworks, matches","Warehouses - Public - Household goods storage but with no storage of fibers, oils, petroleum products, rags, fireworks, matches"
"CW","Tentative","1230","Ice Houses - Storage only","Ice Houses - Storage only"
"CW","Tentative","1230","Warehouses - Public - Cold storage","Warehouses - Public - Cold storage"
"CW","Tentative","1251","Distributors - wholesale or warehouse stock - farm products other than grain, seeds, beans, cotton or tobacco","Distributors - wholesale or warehouse stock - farm products other than grain, seeds, beans, cotton or tobacco"
"CW","Tentative","1252","Feed, Grain or Hay Dealers - Feed warehouses on premises of processing plants","Feed, Grain or Hay Dealers - Feed warehouses on premises of processing plants"
"CW","Tentative","1300","Cotton Compressing","Cotton Compressing"
"CW","Tentative","1300","Cotton or Wool Merchants - Cotton batting","Cotton or Wool Merchants - Cotton batting"
"CW","Tentative","1300","Tanks - Cotton and Cotton seed tanks","Tanks - Cotton and Cotton seed tanks"
"CW","Tentative","1300","Yard Storage - Cotton and Cotton Seed Storage Yards","Yard Storage - Cotton and Cotton Seed Storage Yards"
"CW","Tentative","1400","Automobile Dismantling","Automobile Dismantling"
"CW","Tentative","1400","Cotton Waste Mfg.","Cotton Waste Mfg."
"CW","Tentative","1400","Garbage Works - separation for recycling, reduction or incineration","Garbage Works - separation for recycling, reduction or incineration"
"CW","Tentative","1400","Junk Dealers","Junk Dealers"
"CW","Tentative","1400","Metal Scrap Dealers","Metal Scrap Dealers"
"CW","Tentative","1400","Paper, Rag or Rubber Stock Dealers and Distributors - secondhand","Paper, Rag or Rubber Stock Dealers and Distributors - secondhand"
"CW","Tentative","1400","Recycling Collection Centers and Recycling Plants","Recycling Collection Centers and Recycling Plants"
"CW","Tentative","1400","Waste and Reclaimed Materials","Waste and Reclaimed Materials"
"CW","Tentative","1400","Yard Storage - Waste and Reclaiming Material Yards","Yard Storage - Waste and Reclaiming Material Yards"
"CW","Tentative","1450","Warehouses - Whiskey and Liquor Warehouses in connection with Distilleries","Warehouses - Whiskey and Liquor Warehouses in connection with Distilleries"
"CW","Tentative","1501","Tobacco Warehouses - Storage - storage only, or rehandling or sorting with drying by natural air method","Tobacco Warehouses - Storage - storage only, or rehandling or sorting with drying by natural air method"
"CW","Tentative","1502","Tobacco Warehouses - Sales warehouses","Tobacco Warehouses - Sales warehouses"
"CW","Tentative","1502","Tobacco Warehouses - Storage - rehandling or sorting with no drying or with drying other than by natural air method","Tobacco Warehouses - Storage - rehandling or sorting with no drying or with drying other than by natural air method"
"CW","Tentative","1550","Grain Elevator Operations - Primarily serviced by railroad or water transportation","Grain Elevator Operations - Primarily serviced by railroad or water transportation"
"CW","Tentative","1550","Tanks - Grain or Seed tanks - primarily serviced by railroad or water transportation","Tanks - Grain or Seed tanks - primarily serviced by railroad or water transportation"
"CW","Tentative","1610","Grain Elevator Operations - Primarily serviced by road transportation","Grain Elevator Operations - Primarily serviced by road transportation"
"CW","Tentative","1610","Tanks - Grain or Seed tanks - primarily serviced by road transportation","Tanks - Grain or Seed tanks - primarily serviced by road transportation"
"CW","Tentative","1751","Oil Distributing - Oil Terminals and LPG Tank Farms - Including stock","Oil Distributing - Oil Terminals and LPG Tank Farms - Including stock"
"CW","Tentative","1751","Tanks - Oil Distributing, Oil Terminals and LPG Tank Farms - Including stock","Tanks - Oil Distributing, Oil Terminals and LPG Tank Farms - Including stock"
"CW","Tentative","1752","Oil Distributing - Oil Terminals and LPG Tank Farms - Excluding stock","Oil Distributing - Oil Terminals and LPG Tank Farms - Excluding stock"
"CW","Tentative","1752","Tanks - Oil Distributing, Oil Terminals and LPG Tank Farms - Excluding stock","Tanks - Oil Distributing, Oil Terminals and LPG Tank Farms - Excluding stock"
"CW","Tentative","2000","Dairy Products Mfg.","Dairy Products Mfg."
"CW","Tentative","2000","Ice Houses - Manufacturing or manufacturing with storage","Ice Houses - Manufacturing or manufacturing with storage"
"CW","Tentative","2000","Milk Depots or Dealers; Milk Processing","Milk Depots or Dealers; Milk Processing"
"CW","Tentative","2059","Food Products Mfg. - Seafood products, meat processing","Food Products Mfg. - Seafood products, meat processing"
"CW","Tentative","2059","Meat, Fish, Poultry or Seafood - Curing or processing","Meat, Fish, Poultry or Seafood - Curing or processing"
"CW","Tentative","2059","Pet Food Mfg.","Pet Food Mfg."
"CW","Tentative","2059","Rendering Works","Rendering Works"
"CW","Tentative","2150","Feed, Grain or Hay Dealers - Stores with processing, grinding or milling; Feed or grist mills","Feed, Grain or Hay Dealers - Stores with processing, grinding or milling; Feed or grist mills"
"CW","Tentative","2150","Feed Mfg.","Feed Mfg."
"CW","Tentative","2150","Grain Milling","Grain Milling"
"CW","Tentative","2200","Bakeries - Baking on premises - delivery to other outlets","Bakeries - Baking on premises - delivery to other outlets"
"CW","Tentative","2200","Bakery Plants","Bakery Plants"
"CW","Tentative","2200","Candy or Confectionery Products - Mfg.","Candy or Confectionery Products - Mfg."
"CW","Tentative","2250","Dextrine Mfg.","Dextrine Mfg."
"CW","Tentative","2250","Food Products Mfg. - Fish oils mfg., fruits processing, vegetables processing, nut processing, spices processing","Food Products Mfg. - Fish oils mfg., fruits processing, vegetables processing, nut processing, spices processing"
"CW","Tentative","2250","Packing Houses","Packing Houses"
"CW","Tentative","2250","Produce - Packing or Processing","Produce - Packing or Processing"
"CW","Tentative","2250","Vegetable and Fruit Packing","Vegetable and Fruit Packing"
"CW","Tentative","2250","Vegetable Oil Mfg. - not by solvent extraction","Vegetable Oil Mfg. - not by solvent extraction"
"CW","Tentative","2300","Extracts Mfg. With no flammable solvents","Extracts Mfg. With no flammable solvents"
"CW","Tentative","2300","Food Products Mfg. - Flavor extracts mfg. (with no flammables); molasses, sugar, honey and syrup mfg.","Food Products Mfg. - Flavor extracts mfg. (with no flammables); molasses, sugar, honey and syrup mfg."
"CW","Tentative","2300","Honey Extracting","Honey Extracting"
"CW","Tentative","2300","Sugar Refining","Sugar Refining"
"CW","Tentative","2300","Syrups or Molasses - refining, blending or mfg.","Syrups or Molasses - refining, blending or mfg."
"CW","Tentative","2350","Beverage Bottlers - soft drinks","Beverage Bottlers - soft drinks"
"CW","Tentative","2350","Water Bottling","Water Bottling"
"CW","Tentative","2400","Beer, Ale or Malt Liquor Mfg.","Beer, Ale or Malt Liquor Mfg."
"CW","Tentative","2400","Food Products Mfg. - Yeast factories, malt mills other than breweries","Food Products Mfg. - Yeast factories, malt mills other than breweries"
"CW","Tentative","2459","Liquor Mfg.","Liquor Mfg."
"CW","Tentative","2459","Wine Mfg.","Wine Mfg."
"CW","Tentative","2550","Food Products Mfg. - Tobacco products","Food Products Mfg. - Tobacco products"
"CW","Tentative","2550","Tobacco Products Mfg. - Cigars or cigarettes","Tobacco Products Mfg. - Cigars or cigarettes"
"CW","Tentative","2550","Tobacco Products Mfg. - Plug or snuff","Tobacco Products Mfg. - Plug or snuff"
"CW","Tentative","2550","Tobacco Products Mfg. - Other","Tobacco Products Mfg. - Other"
"CW","Tentative","2600","Food Products Mfg. - NOC","Food Products Mfg. - NOC"
"CW","Tentative","2750","Cotton Gin Operations","Cotton Gin Operations"
"CW","Tentative","2800","Carpet or Rug - Mfg.","Carpet or Rug - Mfg."
"CW","Tentative","2800","Cotton Batting and Wadding Mfg.","Cotton Batting and Wadding Mfg."
"CW","Tentative","2800","Fiber Mfg. - Acetate, rayon","Fiber Mfg. - Acetate, rayon"
"CW","Tentative","2800","Fiber Mfg. - Acrilan, Dacron, Dynel, Fiberglass, Nylon, Orlon, Saran and similar synthetics; Plush; Satin or Silk; Velours; Velv","Fiber Mfg. - Acrilan, Dacron, Dynel, Fiberglass, Nylon, Orlon, Saran and similar synthetics; Plush; Satin or Silk; Velours; Velv"
"CW","Tentative","2800","Fiber Mfg. - Celanese, linens","Fiber Mfg. - Celanese, linens"
"CW","Tentative","2800","Fiber Mfg. - Cotton, felt","Fiber Mfg. - Cotton, felt"
"CW","Tentative","2800","Mattress or Box Spring - Mfg.","Mattress or Box Spring - Mfg."
"CW","Tentative","2800","Parachute Mfg.","Parachute Mfg."
"CW","Tentative","2800","Rope Mfg.","Rope Mfg."
"CW","Tentative","2800","Tent or Canopy - Mfg.","Tent or Canopy - Mfg."
"CW","Tentative","2800","Textile Mfg. other than wearing apparel; Textile Spinning, Weaving or Knitting Mills","Textile Mfg. other than wearing apparel; Textile Spinning, Weaving or Knitting Mills"
"CW","Tentative","2800","Twine or Cordage Mfg.","Twine or Cordage Mfg."
"CW","Tentative","2800","Wigs or Hair Pieces - Mfg.","Wigs or Hair Pieces - Mfg."
"CW","Tentative","2800","Wool - Combing, Scouring or Separating from Cotton","Wool - Combing, Scouring or Separating from Cotton"
"CW","Tentative","2800","Wool - Pulling","Wool - Pulling"
"CW","Tentative","2800","Sail Making","Sail Making"
"CW","Tentative","2805","Sail Maker Shops - Massachusetts only","Sail Maker Shops - Massachusetts only"
"CW","Tentative","3009","Clothing Mfg. - Children's and infants' wear","Clothing Mfg. - Children's and infants' wear"
"CW","Tentative","3009","Clothing Mfg. - Haberdashery and men's furnishings","Clothing Mfg. - Haberdashery and men's furnishings"
"CW","Tentative","3009","Clothing Mfg. - Hosiery","Clothing Mfg. - Hosiery"
"CW","Tentative","3009","Clothing Mfg. - Ladies' and girls' coats, suits and dresses","Clothing Mfg. - Ladies' and girls' coats, suits and dresses"
"CW","Tentative","3009","Clothing Mfg. - Ladies' undergarments and lingerie","Clothing Mfg. - Ladies' undergarments and lingerie"
"CW","Tentative","3009","Clothing Mfg. - Men's and boys' coats & suits","Clothing Mfg. - Men's and boys' coats & suits"
"CW","Tentative","3009","Clothing Mfg. - Millinery and trimmings","Clothing Mfg. - Millinery and trimmings"
"CW","Tentative","3009","Clothing Mfg. - Wigs","Clothing Mfg. - Wigs"
"CW","Tentative","3009","Fur Garment Mfg.","Fur Garment Mfg."
"CW","Tentative","3009","Fur or Pelt Processing","Fur or Pelt Processing"
"CW","Tentative","3009","Tailor Merchants; Tailoring or Dressmaking Establishments - custom - Over 10 employees engaged in sewing or tailoring other than","Tailor Merchants; Tailoring or Dressmaking Establishments - custom - Over 10 employees engaged in sewing or tailoring other than"
"CW","Tentative","3009","Textile Products Mfg. - wearing apparel","Textile Products Mfg. - wearing apparel"
"CW","Tentative","3009","Upholstering","Upholstering"
"CW","Tentative","3409","Leather Goods - Leather goods mfg.","Leather Goods - Leather goods mfg."
"CW","Tentative","3409","Tanning - animal hides","Tanning - animal hides"
"CW","Tentative","3809","Plywood, Veneer or Veneer Products Mfg.","Plywood, Veneer or Veneer Products Mfg."
"CW","Tentative","3809","Saw Mills or Planing Mills","Saw Mills or Planing Mills"
"CW","Tentative","3809","Wood Preserving","Wood Preserving"
"CW","Tentative","3809","Wood Products Mfg. - Excelsior mills; plywood, laminated wood or veneer manufacturing; wood floor mills and wood preserving plan","Wood Products Mfg. - Excelsior mills; plywood, laminated wood or veneer manufacturing; wood floor mills and wood preserving plan"
"CW","Tentative","3959","Boxes or Containers Mfg. - Wood","Boxes or Containers Mfg. - Wood"
"CW","Tentative","3959","Carpentry - Shop","Carpentry - Shop"
"CW","Tentative","3959","Door or Window Mfg. - wood","Door or Window Mfg. - wood"
"CW","Tentative","3959","Furniture Mfg. or Assembling - wood","Furniture Mfg. or Assembling - wood"
"CW","Tentative","3959","Ladder Mfg. - wood","Ladder Mfg. - wood"
"CW","Tentative","3959","Prefabricated Building Mfg. - Wood","Prefabricated Building Mfg. - Wood"
"CW","Tentative","3959","Sign Erection, Installation or Repair - Woodworking repair","Sign Erection, Installation or Repair - Woodworking repair"
"CW","Tentative","3959","Straw and Straw Products - Manufacturing","Straw and Straw Products - Manufacturing"
"CW","Tentative","3959","Wicker, Rattan, Willow or Twisted Fiber Products - Mfg.","Wicker, Rattan, Willow or Twisted Fiber Products - Mfg."
"CW","Tentative","3959","Wood Products Mfg. - NOC","Wood Products Mfg. - NOC"
"CW","Tentative","4400","Paper Mfg.","Paper Mfg."
"CW","Tentative","4400","Pulp Mfg.","Pulp Mfg."
"CW","Tentative","4450","Boxes or Containers Mfg. - Corrugated or fiberboard","Boxes or Containers Mfg. - Corrugated or fiberboard"
"CW","Tentative","4450","Carbon Paper or Inked Ribbon Mfg.","Carbon Paper or Inked Ribbon Mfg."
"CW","Tentative","4450","Paper Coating or Finishing","Paper Coating or Finishing"
"CW","Tentative","4450","Paper Goods Mfg.","Paper Goods Mfg."
"CW","Tentative","4450","Pattern Mfg. - Paper","Pattern Mfg. - Paper"
"CW","Tentative","4809","Bookbinding and Printers Supplies","Bookbinding and Printers Supplies"
"CW","Tentative","4809","Engraving - Photoengraving","Engraving - Photoengraving"
"CW","Tentative","4809","Lithographing","Lithographing"
"CW","Tentative","4809","Printing - Other printing services","Printing - Other printing services"
"CW","Tentative","4809","Publishers - Books or magazines","Publishers - Books or magazines"
"CW","Tentative","4809","Publishers - Newspapers","Publishers - Newspapers"
"CW","Tentative","4809","Textile Printing and Silk Screening","Textile Printing and Silk Screening"
"CW","Tentative","5000","Adhesive or Adhesive Tape Mfg. - Non-combustible","Adhesive or Adhesive Tape Mfg. - Non-combustible"
"CW","Tentative","5000","Asphalt or Tar Distilling or Refining, or Asphalt Works - Non-combustible","Asphalt or Tar Distilling or Refining, or Asphalt Works - Non-combustible"
"CW","Tentative","5000","Caulking Compounds, Putty or Similar Products Mfg.","Caulking Compounds, Putty or Similar Products Mfg."
"CW","Tentative","5000","Charcoal or Coal Briquette Mfg.","Charcoal or Coal Briquette Mfg."
"CW","Tentative","5000","Chemical Mfg. - Non-combustible","Chemical Mfg. - Non-combustible"
"CW","Tentative","5000","Coke Mfg.","Coke Mfg."
"CW","Tentative","5000","Color or Pigment Preparation - Non-combustible","Color or Pigment Preparation - Non-combustible"
"CW","Tentative","5000","Cosmetics Mfg.","Cosmetics Mfg."
"CW","Tentative","5000","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Noncombustible","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Noncombustible"
"CW","Tentative","5000","Fertilizer Mfg. - Noncombustible","Fertilizer Mfg. - Noncombustible"
"CW","Tentative","5000","Gas Manufacturing - Inert","Gas Manufacturing - Inert"
"CW","Tentative","5000","Ink Mfg.","Ink Mfg."
"CW","Tentative","5000","Lead Mfg. - red or white","Lead Mfg. - red or white"
"CW","Tentative","5000","Plastic Mfg. - raw material - Noncombustible chemicals","Plastic Mfg. - raw material - Noncombustible chemicals"
"CW","Tentative","5000","Rubber Mfg. - bulk - Noncombustible","Rubber Mfg. - bulk - Noncombustible"
"CW","Tentative","5000","Salt, Borax, Potash or Phosphate - producing or refining - Noncombustible","Salt, Borax, Potash or Phosphate - producing or refining - Noncombustible"
"CW","Tentative","5000","Salt Mfg. - Not used as food product","Salt Mfg. - Not used as food product"
"CW","Tentative","5000","Soap Mfg.","Soap Mfg."
"CW","Tentative","5000","Vegetable Oil Mfg. - by solvent extraction - Non-combustible","Vegetable Oil Mfg. - by solvent extraction - Non-combustible"
"CW","Tentative","5000","Wood Products Mfg. - Charcoal manufacturing","Wood Products Mfg. - Charcoal manufacturing"
"CW","Tentative","5050","Adhesive or Adhesive Tape Mfg. - Combustible or free burning","Adhesive or Adhesive Tape Mfg. - Combustible or free burning"
"CW","Tentative","5050","Asphalt or Tar Distilling or Refining, or Asphalt Works - Combustible or free burning","Asphalt or Tar Distilling or Refining, or Asphalt Works - Combustible or free burning"
"CW","Tentative","5050","Candle Mfg.","Candle Mfg."
"CW","Tentative","5050","Chemical Mfg. - Combustible or free burning","Chemical Mfg. - Combustible or free burning"
"CW","Tentative","5050","Color or Pigment Preparation - Combustible or free burning","Color or Pigment Preparation - Combustible or free burning"
"CW","Tentative","5050","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Combustible or free burning","Drug, Medicine or Pharmaceutical Preparations Mfg. (including biological products) - Combustible or free burning"
"CW","Tentative","5050","Extracts Mfg. With flammable solvents","Extracts Mfg. With flammable solvents"
"CW","Tentative","5050","Fertilizer Mfg. - Combustible or free burning","Fertilizer Mfg. - Combustible or free burning"
"CW","Tentative","5050","Food Products Mfg. - Flavor extracts mfg. (with flammables)","Food Products Mfg. - Flavor extracts mfg. (with flammables)"
"CW","Tentative","5050","Lubricants Mfg. - grease","Lubricants Mfg. - grease"
"CW","Tentative","5050","Plastic Mfg. - raw material - Combustible, free-burning chemicals","Plastic Mfg. - raw material - Combustible, free-burning chemicals"
"CW","Tentative","5050","Rubber Mfg. - bulk - Combustible or free-burning","Rubber Mfg. - bulk - Combustible or free-burning"
"CW","Tentative","5050","Salt, Borax, Potash or Phosphate - producing or refining - Combustible or free-burning","Salt, Borax, Potash or Phosphate - producing or refining - Combustible or free-burning"
"CW","Tentative","5050","Vegetable Oil Mfg. - by solvent extraction - Combustible or free burning","Vegetable Oil Mfg. - by solvent extraction - Combustible or free burning"
"CW","Tentative","5050","Wax or Wax Products Mfg.","Wax or Wax Products Mfg."
"CW","Tentative","5050","Wax, Wax Products or Polish Mfg. - floor","Wax, Wax Products or Polish Mfg. - floor"
"CW","Tentative","5100","Adhesive or Adhesive Tape Mfg. - Rapid burning","Adhesive or Adhesive Tape Mfg. - Rapid burning"
"CW","Tentative","5100","Aerosol Containers - filling or charging for others","Aerosol Containers - filling or charging for others"
"CW","Tentative","5100","Alcohol Mfg. - not beverage","Alcohol Mfg. - not beverage"
"CW","Tentative","5100","Ammunition Mfg.","Ammunition Mfg."
"CW","Tentative","5100","Asphalt or Tar Distilling or Refining, or Asphalt Works - Rapid burning","Asphalt or Tar Distilling or Refining, or Asphalt Works - Rapid burning"
"CW","Tentative","5100","Cellophane and Cellophane Products Mfg.","Cellophane and Cellophane Products Mfg."
"CW","Tentative","5100","Chemical Mfg. - Rapid burning","Chemical Mfg. - Rapid burning"
"CW","Tentative","5100","Color or Pigment Preparation - Rapid burning","Color or Pigment Preparation - Rapid burning"
