"StateCode","CauseOfLossBusnIncome","TypeOfRisk","EQCovIndicatorBusnIncome","AgreedValueBusnIncome","ExtendedPeriodApplies","DisplayValue","DataValue"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Basic","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Basic","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Basic","Mining","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Basic","Mining","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Basic","Not Applicable","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Basic","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Basic","Seasonal Leases with Monthly Limit","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Basic","Seasonal Leases with Monthly Limit","Yes, Not Included in Blanket","Not Applicable","Yes","100%","100%"
"CW","Basic","Seasonal Leases with Monthly Limit","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Educational Institutions","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Manufacturing","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Mercantile and Non-manufacturing","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Mining","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Blanket Cause of Loss Applies","Rental Properties","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Broad","Combined Educational Institutes and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","80%","80%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","90%","90%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","100%","100%"
"CW","Broad","Combined Manufacturing and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","125%","125%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","50%","50%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","60%","60%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","70%","70%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","80%","80%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","90%","90%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","100%","100%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","No","Yes","125%","125%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","50%","50%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","60%","60%"
"CW","Broad","Combined Mercantile and Rental Operations","Yes, Not Included in Blanket","Yes","Yes","70%","70%"
